cphl_facility_id,cphl_facility_name,dhis2_facility_name,dhis2_facility_uid,dhis2_district_uid
1233,Ndeija H/C III,Ndeija HC III,w710lzfn4pu,auswb7JO9wY
864,Ndejje H/C IV (Wakiso),Ndejje HC IV,aNt5WiVHx4G,aIahLLmtvgT
2737,Ndejje University H/C III,Ndejje University HC II,mg6Inl2h53C,tr9XWtYsL5P
2340,Anyagura H/C III,Angagura HC III,ygTUi4HvPHJ,aBrjuZk0W31
2673,Nebbi Hospital,Nebbi Hospital,iEdI13kUo0h,Xjc0LDFa5gW
892,Newlife H/C III,New Life Health Centre HC II,v6eIpzse4SO,pnTVIF5v27r
532,Ngai H/C III,Ngai HC III,cyWgf6Xmo8Z,xpIFdCMhVHG
533,Ngando H/C III,Ngando HC III,lH80zq7z1Hg,a3LMKP8z8Xj
3166,Ngarama H/C III,Ngarama HC III,UUp7kJLuyG6,UaR7OHycj8c
2601,Ngariam H/C III,Ngariam Gvt HC III,XHgTvnlWtW0,cSrCFjPKqcG
2075,Ngenge H/C III,Ngenge HC III,PfIEJ2cH2SX,h1O9AvNR4jS
3305,Ngeribalya H/C II,Ngeribalya HC II,o1LaetcCY7S,lQj3yMM1lI7
535,Ngetta H/C III,Ngetta HC III,OjPZpAx86iC,Lj8t70RYnEt
876,Ngogwe H/C III,Ngogwe HC III,qdW8M8091gP,x75Yh65MaUa
3105,Ngoma H/C III (Ntungamo),Ngoma HC IV,VdaCJASzDIR,aSbgVKaeCP0
1150,Ngoma H/C IV (Nakaseke),Ngoma HC III,aFvqMkkSctS,aSbgVKaeCP0
3183,Ngomanene H/C III(Gomba),Ngomanene HC II,Xvt0nRCNyrC,lQj3yMM1lI7
763,Ngom-oromo H/C II,Mgomoromo/Ngomoroma HC II,ahIE2es9s39,xy0M4HhjXtD
2617,Ngora District Maternity H/C III,Ngora District Maternity HC III,GLPEmICaqyp,aj4hsYK3dVm
2974,Ngora Freda car Hospital (NGO),Ngora Ngo HOSPITAL,MNhe4FaQw7v,aj4hsYK3dVm
2593,Ngora Gvt HC IV,Ngora Gvt HC IV,O9q5mhryXaX,aj4hsYK3dVm
3361,Nile Breweries H/C II,Nile Breweries Company Clinic  HC III,DQ0Pj4O6Bkq,x75Yh65MaUa
2925,Nindye H/C III,Nindye HC III,ZcC2OKgHUBc,YMMexeHFUay
786,Njeru T/C H/C III,Njeru T.C HC III,OiuyBahpmGI,x75Yh65MaUa
2312,Nkata H/C II,Nkata HC II,WezVXLK01Ry,aZLZPPjqft0
1325,Nkokonjeru  H/C III (Kayunga),Nkokonjeru HC III,MnlhBeOd2dx,ykxQEnZGXkj
539,Nkokonjeru Hospital (Buikwe),Nkokonjeru  HOSPITAL,aFxXtxwMU7f,x75Yh65MaUa
803,Nkondo H/C III,Nkondo HC III,x3sV3Vm3jFW,F3ccON3OCsL
3061,Nkoni H/C III,Nkoni HC III,EBmWiWJFu2L,aqpd0Y9eXZ2
3321,Nkooko H/C III,Nkooko HC III,ZwTCkOzJUwa,Lnewt3iIJaK
540,Nkozi Hospital,Nkozi HOSPITAL,vkpREtlXQxQ,YMMexeHFUay
3167,Nkungu H/C III,Nkungu HC III,BuBuZ3iYluV,qf9xWZu7Dq8
2403,Nkuruba H/C III,Nkuruba HC II,NPsUXWauJwy,m77oR1YJESj
1750,Noahs Ark Family Clinic,Noah`s Ark HC III,dXEcBso8rQv,a0DfYpC2Rwl
3364,North Kigezi Diocese M C H/C IV,North Kigezi HC IV,YQHYY7tXAcO,tugqr4dY6wq
1303,Nsambya Home Care,Nsambya Home Care Clinic,isXZREUsgiH,aXmBzv61LbM
1594,Nsambya Police H/C IV,Nsambya Police Clinic HC III,nBjhoOrem20,aXmBzv61LbM
735,Nsangi H/C III,Nsangi HC III,aFlGqyWRQfr,aIahLLmtvgT
2367,Nsawo H/C III,Nsawo HC III,aysfx6SGoJe,tr9XWtYsL5P
543,Nshungyezi H/C III,Nshungyezi HC III,RFWwEWMyoSD,UaR7OHycj8c
544,Nsiika H/C IV,Nsiika HC IV,oFMf9UXgoOr,sWoNWQZ9qrD
545,Nsinze H/C IV,Nsinze HC IV,aOt4qHwBUAV,esIUe2tQAtL
897,Nsozi H/C III,Nsozi HC III,dGIRbXEYTuQ,PJFtfCyp6Rb
2405,Nswanjere H/C III (St Joseph),Nswanjere HC III,VXTxQRCiH2C,YMMexeHFUay
2741,Ntandi H/C III,Ntandi HC III,FtUWKxVeXby,g8M1cWRJZV6
2481,Ntara H/C IV,Ntara HC IV,w73evLideQA,uCVQXAdKqL9
3269,Nteko H/C III,Nteko HC III,z62IqCHW3MC,aPhSZRinfbg
1220,Ntenjeru H/C III,Ntenjeru HC III,xKKIcgLVH9x,ykxQEnZGXkj
3027,Ntinkalu H/C II,Ntinkalu HC II,PpdVthivLyS,mv4gKtY0qW8
2555,Ntonwa H/C II,Ntonwa HC II,H94XD2JNeOp,uCVQXAdKqL9
2466,Ntoroko H/C III (Ntoroko),Ntoroko HC III,KPdYR8oFFSw,z8D9ER36EKN
549,Ntungamo H/C III,Ntungamo HC IV,NImJbGuvUS6,hAoe9dhZh9V
3309,Ntungu H/C II,Ntungu HC II,ar4RR2FBfKU,UaR7OHycj8c
550,Ntuusi H/C IV,Ntuusi HC IV,WuDi4LmzEWV,j7AQsnEYmvi
551,Ntwetwe H/C IV,Ntwetwe HC IV,QDSGcekPM4S,IVuiLJYABw6
1472,Nurture Africa,Nurture Africa,dQprl8P1Uae,aIahLLmtvgT
2661,Nyabbani H/C III,Nyabbani HC III,aVLWD9zrowf,uCVQXAdKqL9
3315,Nyabihuniko H/C III,Nyabihuniko HC III,oJjQxwDB9EW,aPhSZRinfbg
554,Nyabirongo H/C III,Nyabirongo HC III,fIF70rtNGDv,aa8xVDzSpte
1141,Nyabubare H/C III,Nyabubare HC III,ci2uaeBv4Jg,It5UGwdHAPF
555,Nyabugando H/C III,Nyabugando HC III,JbyNRdK814R,aa8xVDzSpte
2440,Nyabuswa H/C III,Nyabuswa HC II,OwDder9Wkwn,m77oR1YJESj
2782,Nyadri H/C III,Nyadri HC III,acTilIN9qRy,WyR8Eetj7Uw
2414,Nyahuka H/C IV,Nyahuka HC IV,Wtx8GzEga6v,g8M1cWRJZV6
1919,Nyakabande H/C II,Nyakabande HC II,cfVjkhcqQqr,aPhSZRinfbg
3240,Nyakagyeme H/C III,Nyakagyeme HC III,kLgmLxMJP9O,tugqr4dY6wq
3133,Nyakarongo H/C II,Nyakarongo HC II,aU6065dnndu,O9MoQcpZ4uA
1344,Nyakashashara H/C III,Nyakashashara HC III,SU8JOQnA0n1,qf9xWZu7Dq8
1714,Nyakatare H/C III,Nyakatare HC III,Nm3mxuGGRG1,aphcy5JTnd6
3310,Nyakatsiro H/C III,Nyakatsiro HC III,Dk1SkAipwsf,FLygHiUd2UW
1302,Nyakayojo H/C III,Nyakayojo HC III,fvak0fciiOr,auswb7JO9wY
3264,Nyakinama H/C III,Nyakinama HC III,PncHhF14R0N,aPhSZRinfbg
3161,Nyakisenyi H/C III,Nyakishenyi Gvt HC III,UKwlyClQ3AR,tugqr4dY6wq
1468,Nyakitibwa H/C III,Nyakitiibwa HC III,aFXkqZXMomP,xr8EMirOASp
559,Nyakitunda H/C III,Nyakitunda HC III,iIx3m63SxVt,UaR7OHycj8c
3034,Nyakwae H/C III,Nyakwae HC III,aZEsILFiYCF,NREoMszwQZW
3162,Nyakyera H/C III,Nyakyeera HC III,vQMNtz05zAJ,hAoe9dhZh9V
3121,Nyamabuga H/C III,Nyamabuga HC III,F2JcZqU3iQD,O9MoQcpZ4uA
3337,Nyamarebe H/C III,Nyamarebe HC III,xzB84Cpdcuk,r8WLxW9JwsS
1109,Nyamarwa H/C III (Kibaale),Nyamarwa HC III,Q6MT6wA0bBm,tM3DsJxMaMX
3004,Lapanya H/C III,Latanya HC III,kBBhLlLFodJ,aBrjuZk0W31
3208,Nyamirama H/C III,Nyamirama HC III,bSj21Ydq4fP,aphcy5JTnd6
2433,Nyamitanga H/C III,Nyamitanga Gvt HC III,uoOrITIaKEJ,auswb7JO9wY
2142,Nyamityobora H/C III,Nyamityobora HC II,J7hNSRvyUFC,auswb7JO9wY
565,Nyamuyanja H/C IV,Nyamuyanja HC IV,axKfX1OmCTn,UaR7OHycj8c
3210,Nyamwegabira H/C III,Nyamwegabira HC III,TbdxHVOs0zC,aphcy5JTnd6
2954,Nyankwanzi H/C III,Nyankwanzi HC III,OXa6YSwJxEd,O9MoQcpZ4uA
3087,Nyantabooma HCIII,Nyantaboma HC II,v19MRLoaChf,m77oR1YJESj
1088,Nyantonzi H/C III,Nyantonzi HC III,SzShxoEQf7a,xr8EMirOASp
2797,Nyaravur H/C III,Nyaravur HC III,g4MQbbN4oR6,Xjc0LDFa5gW
568,Nyarubungo H/C III,Nyarubungo HC III,dZKfMZLWA5D,UaR7OHycj8c
3396,Nyarubuye H/C III,Nyarubuye HC III,HlsEfEtkMwL,aPhSZRinfbg
3828,Nyarugote HC II,Nyarugote HC II,wMiApjHnWVa,It5UGwdHAPF
3360,Nyarushanje H/C III,Nyarushanje HC III,mPeGNV8s5Xl,tugqr4dY6wq
1261,Nyarusiza H/C III,Nyarusiza HC III,Pgi000QNqrV,aPhSZRinfbg
2584,Nyero H/C III,Nyero HC III,ehjI0b4szUT,saT18HClZoz
2368,Nyimbwa H/C IV,Nyimbwa HC IV,aKyrbNsmNnT,tr9XWtYsL5P
3190,Nyondo H/C III (Mbale),Nyondo HC III,vaNMmgaScuW,yuo5ielNL7W
3338,Nyumanzi H/C II,Nyumanzi HC II,RHkry0Pxk7e,QYiQ2KqgCxj
2620,Obalanga H/C III,Obalanga HC III,rbxGtvw8E8X,TM6ccNxawqy
1125,Ober H/C III,Ober HC III,hdrTrRDuwOU,Lj8t70RYnEt
2959,Obim H/C II,Obim Rock HC II,FkHL59DWIav,p7EEgDEX3jT
2740,Obongi H/C IV,Obongi HC IV,nrLW9kL9BT2,W0kQBddyGyh
3146,Ocea H/C II,Ocea HC II,PJAn1P5SMrd,WcB3kLlgRTb
2654,Ochero H/C III,Ochero HC III,rPMkkecqjqx,QoRZB7xc3j9
2712,Sngagura H/C III,Angagura HC III,ygTUi4HvPHJ,aBrjuZk0W31
3214,Ocokican H/C II ,Ocokican HC II,PmFgAvnih83,srmGjHrpVE5
3181,Odraka H/C II,Odraka HC II,cP60sZpyWCs,WcB3kLlgRTb
3179,O'dubu H/C III,Oduobu HC III,GydLR8lY7Qw,WcB3kLlgRTb
2709,Odupi H/C III,Odupi HC III,gohwVnGiMuE,WcB3kLlgRTb
2764,Offaka H/C III,Offaka HC III,gkUm0zE8vDx,WcB3kLlgRTb
2700,Kyamba H/C III,Kagamba HC II,zZKvHFAuep2,P8iz90eiIrW
2704,Ofuwa H/C III,Ofua HC III,BSrrPPLiBZo,QYiQ2KqgCxj
1108,Ogoko H/C II,Ogoko HC II,avy7joRGT2x,WcB3kLlgRTb
2303,Ogom H/C III,Ogom HC III,au4iSDaT4wv,aBrjuZk0W31
3005,Ogonyo H/C III,Ogonyo HC III,afJ9NgYTYDa,aBrjuZk0W31
575,Ogur H/C IV,Ogur HC IV,aRxadClWcFM,Lj8t70RYnEt
3298,Ojom H/C II,Ojom HC II,DEMEh3VEW72,srmGjHrpVE5
882,Okidi H/C III,Okidi HC III,MxcpmhA0rrA,pnTVIF5v27r
2868,Okollo Refugee HC III,Okollo Refugee HC III,gR6hAZ1p9oi,WcB3kLlgRTb
1227,Okwang H/C III,Okwang HC III,jmYDcub8QTz,aXjub1BYn1y
577,Okwongo H/C III,Okwongo HC III,aqHWU5eZqU1,aXjub1BYn1y
3220,Old Kampala Hospital,Old Kampala Hospital HC IV,pp2tEHamY9h,aXmBzv61LbM
2637,Oleba H/C III,Oleba HC III,bq8JZONb0MA,WyR8Eetj7Uw
2758,Oli H/C IV,Oli,ANWyMZqBETz,WcB3kLlgRTb
579,Olilim H/C III,Olilim HC III,G0lOXzOa53Q,aXjub1BYn1y
2585,Olimai  H/C III,Olimai CBO HC III,aqG8bVVJdXW,saT18HClZoz
3178,Olivu H/C III,Olivu HC II,f2Whd5ubYn8,WcB3kLlgRTb
2762,Olujobo H/C III,Olujobo HC III,IuVsQCPk19T,WcB3kLlgRTb
8244,Oluko Solidale H/C III,Oluko Solidale HC III,b8XUrI7irw7,WcB3kLlgRTb
3122,39th Infantry Battalian H/C II,307 Bde-Kavera HC III,nBDPw7Qhd7r,aa8xVDzSpte
2780,Oluvu H/C III,Oluvu HC III,dqVrBFvJg3n,WyR8Eetj7Uw
1596,Olwal H/C III,Olwal HC III,vnIPfEUR8ce,C0RSe3EWBqU
3222,Omatenga H/C II,Omatenga HC III,euiuFSL4Sdb,saT18HClZoz
2772,Ombidri Ondrea H/C III,Ombidriondrea HC III,dZRCLuC8sry,WcB3kLlgRTb
2917,Omel H/C II,Omel HC II,ZEEW8QXy1sS,Gwk4wkLz7EW
2975,Omiito H/C II,Omiito HC II,w81TXtlX3EM,aj4hsYK3dVm
581,Omiya Anyima H/C III,Omiya Anyima HC III,MObVMkBVjki,pnTVIF5v27r
582,Omoro H/C III,Omoro HC III,NakSNp1eO2L,p7EEgDEX3jT
2698,Omugo H/C IV,Omugo HC IV,ehmgxZaocae,WcB3kLlgRTb
584,Ongako H/C III,Ongako HC III,du8F23WZLMw,S5fvUXgY54J
585,Ongica H/C III,Ongica HC III,aD1S6DBzHJV,Lj8t70RYnEt
2640,Ongino H/C III,Ongino HC III,aUnXgTzSLvC,saT18HClZoz
3311,Ongongoja H/C II,Ongongoja HC II,Qii1Y1bj3Be,cSrCFjPKqcG
2630,Ongutoi Health Center,Ongutoi HC III,l5C1tkKf11K,TM6ccNxawqy
2715,Openzinzi H/C III,Openzinzi HC III,SydoosT4IoO,QYiQ2KqgCxj
3407,Opia H/C III,Opia HC III,EBlM7SeLR4c,WcB3kLlgRTb
2973,Opot H/C II,Opot HC II,d36gK81XRga,aj4hsYK3dVm
2710,Oriajin Hospital,Oriajini HOSPITAL,i1htH9vJSlc,WcB3kLlgRTb
2369,Orient Medical Centre,Orient M/C HC III,ea1Bvu4qzmW,tr9XWtYsL5P
2729,Orivu H/C III,Orivu HC III,aM3UfhNrS2W,WcB3kLlgRTb
591,Orom H/C III,Orom HC III,auzlyXb92mq,pnTVIF5v27r
592,Orum H/C IV,Orum HC IV,FtmVm4r1H3a,aXjub1BYn1y
2966,Orungo H/C III,Orungo HC III,WmoemTft5Bj,TM6ccNxawqy
2748,Orussi H/C III,Orussi HC III,X8wfR21inSS,Xjc0LDFa5gW
2744,Orwamuge H/C III,Orwamuge HC III,pZhYWxNWH94,NREoMszwQZW
784,Osukuru H/C III,Osukuru HC III,z5H8YZiBOtr,KhT80mlwJ3Y
2615,Otuboi H/C III,Otuboi CoU HC II,xRGI9XPpYLG,QoRZB7xc3j9
3232,Otumbari H/C III,Otumbari St. Lawrence HC III,lh4zqCHzHIM,WcB3kLlgRTb
595,Otwal H/C III,Otwal HC III,taeUtmBHKTF,xpIFdCMhVHG
1898,Otwee H/C III,Otwee HC III,rnSuCabTqe3,C0RSe3EWBqU
1006,Our Lady  of Lourdes H/C III (Nakasongola),Our Lady Nakasongola HC III,FWFO4gWgFSk,aUcYGQCK9ub
2406,Our Lady Of Maria Assumpta,MARIA ASSUMPTA HC III,F3r8Fr87Bnx,a3LMKP8z8Xj
2727,Ovujo H/C III,Ovujo HC III,NzNtDRq3o75,WyR8Eetj7Uw
598,Pabbo H/C III (Amuru Govt),Pabbo (Govt) HC III,rYNfPnt4Wko,C0RSe3EWBqU
599,Pabwo H/C III (Gulu),Pabwo HC III,WleyUUQfJK6,Gwk4wkLz7EW
600,Pader H/C III,Pader HC III,EsyH7yKQHiP,aBrjuZk0W31
601,Padibe H/C IV,Padibe HC IV,H026HbOAZFN,xy0M4HhjXtD
2315,Padibe West H/C III,Padibe West HC III,K74ysFimUwH,xy0M4HhjXtD
2551,Padre Pio H/C III,Padre Pio HC III,XuummkDfiEK,uCVQXAdKqL9
2798,Padwot Midyere H/C III,Padwot Midyere HC III,eKAZwpYo3r5,Xjc0LDFa5gW
603,PAG Mission HC IV,PAG Mission HC IV,BTQIO9sgvpP,Lj8t70RYnEt
3132,Paidha H/C III,Paidha HC III,P1F2OCX6d3t,A4aGXEfdb8P
606,Paimol H/C III,Paimol HC III,RM8vegpr7j7,ztIyIYAzFKp
1638,Pajimo H/C III,Pajimo HC III,f33lKK2tJNV,pnTVIF5v27r
608,Pajule H/C  IV,Pajule HC IV,NiSWW2k1Hqt,aBrjuZk0W31
2771,Pajulu H/C III (Arua),Pajulu HC III,MHiJvIzpJ05,WcB3kLlgRTb
2686,Pakadha H/C III,Pakadha HC III,M85HoV8pnUM,A4aGXEfdb8P
1402,Pakanyi H/C III,Pakanyi HC III,LyUOH3aGCga,xr8EMirOASp
2784,Pakele H/C III,Pakele HC III,LhNgo4n9Wi9,QYiQ2KqgCxj
2799,Pakia H/C III,Pakia HC III,Ea3Z8ofIGDw,Xjc0LDFa5gW
2800,Pakwach H/C IV,Pakwach HC IV,R11qcaG5pbk,Xjc0LDFa5gW
2723,Pakwach Mission H/C III,Pakwach Mission HC III,a1DNpYv02JK,Xjc0LDFa5gW
609,Palabek  Gem H/C III,Palabek-Gem HC III,aNW8E8PWwck,xy0M4HhjXtD
610,Palabek Ogili H/C III,Palabek Ogili HC III,lmi2JiLawTV,xy0M4HhjXtD
611,Palabek-Kal H/C III,Palabek-Kal HC III,VLi163AL9A0,xy0M4HhjXtD
2922,Palenga H/C II,Palenga HC II,xxukfjPreUj,S5fvUXgY54J
2721,Pallisa General Hospital,Pallisa HOSPITAL,In3apXiVwke,WiVj4bEhX4P
2838,Pallisa Mission Kaucho H/C III,Pallisa Mission Kaucho HC II,o9Cx4B22Mu5,WiVj4bEhX4P
3145,Pallisa Town Council H/C III,Pallisa T/C HC III,DZF9rPxVxuv,WiVj4bEhX4P
615,Paloga H/C III,Paloga HC III,aod4x8edzQu,xy0M4HhjXtD
2794,Palorinya H/C III,Palorinya HC III,aQnmwOGxGcK,W0kQBddyGyh
2682,Paminya H/C III,Paminya HC III,t8rivYmnWIo,Xjc0LDFa5gW
1029,Panyadoli H/C III,Panyadoli HC III,a3qKoIZXK3t,B0G9cqixld8
2986,Panyangara H/C III,Panyangara HC III,vAJSlVqO7d5,aPZzL4CyBTg
1027,Panyangasi H/C III,Panyangasi/Kidera HC III,qbOt8Nswoff,KhT80mlwJ3Y
2672,Panyigoro H/C III,Panyigoro HC III,S9QduX5GY1K,Xjc0LDFa5gW
2687,Panyimur H/C III,Panyimur HC III,YcMgrtcbVpk,Xjc0LDFa5gW
3411,Paraa H/C II,Paraa HC II NGO,Unpl3hI2D59,CQTmrrriwOq
3307,Paragon Hospital,Paragon HOSPITAL Kampala,lbot9vOeQXJ,aXmBzv61LbM
2730,Parombo H/C III,Parombo HC III,xYbII9uvF5o,Xjc0LDFa5gW
617,Patiko H/C III,Patiko HC III,T5RAXrLQCD6,Gwk4wkLz7EW
618,Patongo H/C III,Patongo HC III,oUcwyNtRzrb,ztIyIYAzFKp
2944,Patuda H/C II,Patuda HC II,U7bVIR5Teiu,S5fvUXgY54J
619,Pawel H/C II,Pawel HC II,mNeUlm3SpRz,C0RSe3EWBqU
2774,Pawor H/C III,Pawor HC III,b583xiTbJgi,WcB3kLlgRTb
1655,Paya H/C III,Paya HC III,SotbYUljYZa,KhT80mlwJ3Y
1647,Petta H/C III,Petta HC III,ybSnsdFkWFK,KhT80mlwJ3Y
620,PIDC (Baylor-Mulago),Mulago National Hospital-PIDC COE Ward 1,WuohOAlguVz,aXmBzv61LbM
2826,"Pingire H/C III 	",Pingire HC III,f8m6k3MjPsf,zJfpujxC1kD
1349,PNC (Baylor-Mulago),Mulago National Hospital- Old Mulago Pos,mS4KHqXpvDB,aXmBzv61LbM
2724,Pokwero H/C III,Pokwero HC III,aBicVbbaQ8B,Xjc0LDFa5gW
8214,Police Astu H/C IV,Katakwi Police HC II,V8OdiScWoBe,cSrCFjPKqcG
1639,Poyameri H/C III,Poyameri HC III,GmcwI86bnbe,KhT80mlwJ3Y
2599,Princess Diana H/C IV,Princes Diana HC IV,KEJ7kcBumFl,srmGjHrpVE5
1219,Puranga H/C III,Puranga HC III,flJx2pns0FY,aBrjuZk0W31
626,Purongo H/C III,Purongo HC III,fZ4QbeGxt8t,zNgVoDVPYgD
2215,Qudrah Medical Center,Qudrah Medical Clinic,VQEzkkbWHar,aIahLLmtvgT
2746,Rabachi H/C II,Rabach HC II,H3h7DWBLt08,Ut0ysYGEipO
2965,Rackoko H/C III,Rackoko HC III,tGCoh0Vsdhj,aBrjuZk0W31
628,Rakai Health Sciences Program,Rakai Health Sciences Program CLINIC,aqqJXIn2j84,P8iz90eiIrW
629,Rakai Hospital,Rakai Hospital,axNgLDj6B5Q,P8iz90eiIrW
2443,Rambia H/C III,Rambia HC III (Kabarole),YeOSUx4rjHy,m77oR1YJESj
2464,Rapha Medical Center(Wakiso),Rapha Medical Center HC III,m8iIXo1Saga,aIahLLmtvgT
2544,Rapha Medical Centre(Gomba),Rapha Medical Centre,R4Vfx0e7HLy,aJR2ZxSH7g4
1564,Reachout (Banda Site),Reach Out - Banda CLINIC,F8jqYgk21HM,aXmBzv61LbM
2371,Reachout (Kinawataka Site),Reach Out - Kinawataka CLINIC,FzxeAP4YHxC,aXmBzv61LbM
1521,Reachout (Mbuya Site),Reach Out - Mbuya Clinic HC II,lQvAAAQpBP2,aXmBzv61LbM
728,Rengen H/C III,Rengen HC III,NWVYfI4QaPR,aPZzL4CyBTg
2726,Rhino Camp H/C IV,Rhino Camp HC IV,ccY5TpGvBqo,WcB3kLlgRTb
2295,Rift Valley Medical Center,Rift Valley Medical Services Centre,LSpLSwpaM71,aXmBzv61LbM
2773,Riki H/C III,Riki HC III,h3Vg6HpRGmB,WcB3kLlgRTb
2705,Robidire H/C III,Robidire HC III,V8su3RPXsiK,QYiQ2KqgCxj
2291,Royal Health Care,Royal Health Care,Ek95dowFfiN,aXmBzv61LbM
2452,Royal Van Zanteen,Royal Van Zanten Clinic,ayXdSOkMOLk,a0DfYpC2Rwl
2298,Rubaare H/C IV (Ntungamo),Rubaare HC IV,acuu3ktUO4t,hAoe9dhZh9V
2537,Kasenyi Art Site,Mildmay Uganda HOSPITAL,yznQYcViuVu,aIahLLmtvgT
471,Rubaya H/C III (Mbarara),Rubaya HC III,nx0UdNxBNIS,auswb7JO9wY
634,Rubaya H/C IV (Kabale),Rubaya   HC IV,oWTRZJbQxha,zBIpPzKYFLp
1205,Rubindi H/C III,Rubindi HC III,kw2BNLtK1FZ,auswb7JO9wY
8212,Rubona H/C II,Rubona HC II,cK771z6IUQW,m77oR1YJESj
2586,Rubondo H/C II,Rubondo HC II,K295qd0SaGs,UaR7OHycj8c
635,Rubongi Military Hospital,Rubongi Military HOSPITAL,ZVwFNyBsJxz,KhT80mlwJ3Y
3313,Ruborogota H/C III,Ruborogota HC III,IoTKrKIPsRz,UaR7OHycj8c
636,Rubuguri H/C IV,Rubuguri HC IV,GTtwaqeomFa,aPhSZRinfbg
637,Rugaaga H/C IV,Rugaaga HC IV,aHuJWP6FfFo,UaR7OHycj8c
3055,Rugarama H/C III,Rugarama HC III,Ab89aosJCg9,hAoe9dhZh9V
638,Rugarama Hospital,Rugarama Hospital,Z6BzVrxa9xd,zBIpPzKYFLp
3340,Rugashali H/C III,Rugashari HC III,kkPs3xyvsD5,orgY0d5MJa9
639,Rugazi H/C IV,Rugazi HC IV,VvGZi1LcYyP,fS71jg1WYPk
3291,Rugazi Mission H/C II,Rugazi Mission HC II,wa5ALmOQe62,fS71jg1WYPk
2834,Rugyeyo H/C III,Rugyeyo HC III,IdRkJotD2zZ,aphcy5JTnd6
3236,Ruhaama H/C III,Ruhaama HC III,Uo8eU7Qrx0v,hAoe9dhZh9V
3380,Ruhangire H/C II,Ruhangire HC II,zGTxryelOUN,a9tQqo1rSj7
1506,Ruharo Mission Hospital,Ruharo Mission Hospital,gBG1N1o51QR,auswb7JO9wY
641,Ruhiira H/C III,Ruhiira HC III,aqpJDW5rDvU,UaR7OHycj8c
2490,Ruhija H/C III,Ruhija Gvt HC III,avzQnIvljoV,wZrfAgC3WrU
3266,Ruhinda H/C III,Ruhinda HC III,HYR3olhofDD,tugqr4dY6wq
644,Ruhoko H/C IV,Ruhoko HC IV,QLP6OdRGJsz,r8WLxW9JwsS
3113,Ruhumuro H/C III,Ruhumuro HC III,bDQh7NSmTZd,It5UGwdHAPF
645,Rukiri H/C III,Rukiri HC III,waacA54DZjH,r8WLxW9JwsS
3079,Rukoki H/C III,Rukooki HC III,ba1LabtE1fG,aa8xVDzSpte
2559,Rukoni H/C III,Rukoni HC III,oBioSOuF497,hAoe9dhZh9V
648,Rukungiri H/C IV,Rukungiri HC IV,amaqHI7PUL2,tugqr4dY6wq
3370,Rukungiri Police H/C III,Rukungiri Police HC II,krX5G0oMDPX,tugqr4dY6wq
649,Rukunyu H/C IV,Rukunyu HC IV,HXap310Pwnz,uCVQXAdKqL9
8208,Rulongo H/C II,Rurongo  HC II,fctfxQy7JeK,UaR7OHycj8c
3221,Rurambiira H/C II,Rurambira HC II,edGJUvFwlKN,qf9xWZu7Dq8
3274,Rushasha H/C III,Rushasha HC III,awXRxReJcg9,UaR7OHycj8c
650,Rushere Community Hospital,Rushere Community Hospital,rrjDjA0JfXN,qf9xWZu7Dq8
3896,Rusheshe HC III,Rusheshe HC III,ve5j2Ed30wv,tugqr4dY6wq
1311,Rushoroza H/C III,Rushoroza HC III,EgNsQqE3k5S,zBIpPzKYFLp
8219,Rutaka H/C III,Rutaka HC III,bAyAiJKq92R,aPhSZRinfbg
2533,Ruteete H/C III,Ruteete HC III,YzWi4kmieZt,m77oR1YJESj
1621,Rutenga H/C III,Rutenga HC III,uTkySNCx3j2,aphcy5JTnd6
1859,Ruti H/C,Ruti HC II,tlQsh4yJwwb,auswb7JO9wY
3283,Rutoto SDA H/C II,Rutoto HC II,EZqXqnUG0ep,fS71jg1WYPk
3233,Rwagimba H/C III,Rwagimba HC III,EBCRwGo5bqm,m77oR1YJESj
3112,Rwaitengya H/C II,Rwaitengya HC II,a2LroN27znu,O9MoQcpZ4uA
2548,Rwamwanja H/C III,Rwamwanja HC III,CK8TCNDBPNc,uCVQXAdKqL9
2579,Rwangara H/C II,Rwangara HC II,tS7W7E9zJq3,z8D9ER36EKN
2937,Rwanjura H/C II,Rwanjura HC II,UMFeO5h1QMQ,zBIpPzKYFLp
656,Rwashamaire H/C IV,Rwashamaire HC IV,CSpqU3MIZuC,hAoe9dhZh9V
2482,Rwebisengo H/C III,Rwebisengo HC III,wVQqiOrorr6,z8D9ER36EKN
3273,Rweikiniro H/C III,Rweikiniro HC III,QfWjCf5pKFh,hAoe9dhZh9V
659,Rwekubo H/C IV,Rwekubo HC IV,XWqf7PB1OaR,UaR7OHycj8c
2526,Rwemigina H/C II,Rwemigyina HC II,xZaee0TTbQo,auswb7JO9wY
3153,Rwemikoma H/C III,Rwemikoma HC III,YVFR8N62ego,qf9xWZu7Dq8
3900,Rwengiri HC III,Rwengiri HC III,aeuGMylOmSs,tugqr4dY6wq
2547,Rwenjasa H/C II,Rwenjaza HC II,XuyO4YTaFOG,uCVQXAdKqL9
3296,Rwenkobwa H/C III,Rwenkobwa HC III,aG2AogxcfRK,r8WLxW9JwsS
3117,Rwenshama H/C III,Rweshama Gvt HC III,yyNktXIIvgn,tugqr4dY6wq
3901,Rwenyangye HC II,Rwenyangye HC II,Y7E0R7jy1qx,zBIpPzKYFLp
662,Rwenyawawa H/C III,Rwenyawawa HC III,Y7XKVrGNA6d,PJFtfCyp6Rb
